student_id,total_submissions,avg_testcase_passed,max_testcase_passed,min_testcase_passed,scored_submissions,late_submissions
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,200,5469.19,10000,0,101,0
0aff6f7083979073168bbdd6c227015eb09eced9,126,5126.753968253968,10000,0,43,0
0b066d297dd2f4288d95b0f4a92a8af79b542bf3,144,5757.472222222223,10000,0,82,0
0b18b1d653e0d031e1aee9129432b668c4264d3f,327,4992.623853211009,10000,0,104,0
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,5,0.0,0,0,5,0
0b4355398b9c16ac0a7f559752e83b655f5aa6c7,3,2600.3333333333335,4230,0,2,0
0ba5c041f797e8baecc5f32034046994b801cbcf,25,3845.68,10000,0,5,0
0bd2037bf68a97753e5e67ab55dac026a649f279,220,4550.186363636363,10000,0,54,0
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,157,6130.828025477707,10000,0,61,0
0bf111a9caedf02804f6991792490e63bc21058a,199,6355.753768844221,10000,0,82,0
0bf71ee0dbde0fb1033887111d3094c61e66f44b,145,5809.393103448276,10000,0,61,0
0c67423aa82630d4406e9477bb7462db4df09c4d,439,4412.510250569476,10000,0,69,2
0c9cad573ea42e5a8d9058b834cbc9255128d54b,48,5604.166666666667,10000,0,26,0
0cab57d7705bafe60116d29a1019a774cd661f02,212,6358.075471698113,10000,0,100,0
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,157,7187.617834394904,10000,0,78,0
0d667a9fcdc7162fa7182f0e14302a56dbe700c5,80,2923.35,10000,0,17,0
0d815307d5307124d148bbebfb41497230c4bd15,10,3754.5,10000,1153,3,0
0dd138a9a2b0349ede3fee340cb02e40197aea3d,238,5825.605042016807,10000,0,87,0
0de8af23bfda13f21ed67e41a5aace53ff8aef99,368,5210.45652173913,10000,0,109,0
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,117,1771.3162393162393,10000,0,23,0
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,86,4048.8837209302324,10000,0,21,0
0e346c62a6706465a1c49c59224eed1cdb5f7f5c,174,5716.718390804598,10000,0,59,0
0e51dc16b3d9de6cbcada8abb58ddeddb448b6e8,311,4271.916398713826,10000,0,97,0
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,2,5000.0,10000,0,1,0
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,5,5429.4,10000,833,4,0
0ee9ac569e379f04a42a18c88cca093ef1121ab8,62,2903.2258064516127,10000,0,17,0
0f0664021ebbec70b1d3bb5a5419e22507179671,314,5345.977707006369,10000,0,113,0
0f8c46242826be3cbe5e14f5773ee1da97697024,229,4869.248908296943,10000,0,83,24
0fbb7000a8fd1f413cd7a06ec7baf2b1f6eb493a,136,4522.095588235294,10000,0,35,0
0fbef055915162cb6d6501558499544d6dedb799,52,6942.307692307692,10000,0,34,0
0fc728b5b267485042d587eeac067b6c4e2a1d15,243,6258.818930041152,10000,0,70,0
0fc74820b7bcdd23c196f494e7686305acbdc71e,122,4113.836065573771,10000,0,43,0
1004df3c370eb09604c10fd89f9e86a2c037a7dd,87,3544.057471264368,10000,0,29,0
10208a0e6cd46ed16c4fd6b83f3993696ace5495,131,6224.595419847328,10000,0,61,0
10253729dc5e3b0b2d3dddc37638199910394daf,364,5305.1510989010985,10000,0,104,0
1032e725ab35f7bffc504759477f8243066a026b,163,5293.950920245399,10000,0,50,0
108f1062e8ab6d51f404e7f639e781edc9ae5eb2,185,4431.6,10000,0,53,0
10ab3b376215f6afcfc642ea66a50f92cf944717,2,0.0,0,0,1,0
10e3359db56b99eb2f621d7c875f3c26cdd01a64,291,4519.560137457044,10000,0,91,0
110da1d7ba2be3ffa13d62c7ed8b917e5dcebece,62,6762.080645161291,10000,0,36,7
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,248,5327.616935483871,10000,0,46,0
117d3bf4a5deb7a9f3422f088e10bb3f8eeb7e12,243,5654.078189300411,10000,0,93,0
11f5d8226ebf0108a5a4ecad896a990ecb369247,65,3973.8,10000,0,23,0
11f61032ed64123d44a372930101fd5f3877e010,385,4841.571428571428,10000,0,111,0
11f93249faeb096567269266fbebfc3b0f6b5dc1,163,5728.306748466258,10000,0,74,0
123c4ff5313ccf709b3bc4bd3365087685440c71,147,5051.496598639455,10000,0,66,0
12607a7c2283944afc08e1ce4df79ba688a31f74,552,4775.728260869565,10000,0,111,0
1271071dc622e3a72b0ef187b6e955b9d59db5f8,83,2216.867469879518,10000,0,19,0
127974170c7fb2e3945a3c5b666bb7f6dadc87ad,285,5777.298245614035,10000,0,125,0
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,155,6460.877419354839,10000,0,64,0
128ed4bebb12d030efad936db13d26a620bd620a,373,4423.214477211796,10000,0,80,0
12aa60fde9ce650c25faf60398d3c071cb80c1b4,425,5176.411764705882,10000,0,111,0
12d6e24985ac80a581968fb1f36d699e6dd1cd33,118,6330.5084745762715,10000,0,68,0
12da07c3cca4f480a6064f7cbedaec11d677814a,104,6705.096153846154,10000,0,59,0
12f1e26c28f731fd2ad1787db42f4c13de432ea4,198,5373.515151515152,10000,0,64,0
13293554378a8a5f29de5440ab1c49003af0214a,301,6417.840531561462,10000,0,80,0
132d544dce1633485350dd582ed7f13fad5da3f4,19,5789.473684210527,10000,0,12,0
137ffd846ed245676a14f1d5e8676a4ef646182b,174,3897.862068965517,10000,0,41,0
1388c66d46212d87c084af2a8fdd0257444ce868,151,7984.986754966887,10000,0,98,0
138c5848f009c004f0b8e2379316d5ec18332ff8,210,2670.1714285714284,10000,0,34,0
139aa923bf965f373c678ba8c10f500d78269e20,260,5863.392307692307,10000,0,78,0
13b9e4710dc86e953960ebd2fbae7721d24fdc2a,339,3648.5250737463125,10000,0,93,0
141e7bebd6db0745569c97910301a67c9962826e,300,5231.486666666667,10000,0,83,0
14354d2cff31b4330ad9e939b18cc8fce8c1c085,153,6326.673202614379,10000,0,59,0
1438feeb138cf0a2ac3e5583f5caec35e3104234,178,5217.421348314607,10000,0,47,0
143fdbefc9ba427b841fbd52b7999b2a996562af,128,5613.28125,10000,0,66,0
1466659761d4827040ac1226fa45ad172c4743a4,234,6755.508547008547,10000,0,115,0
14a29b0a13697ed0e000bdb9f374180ccb495a2c,222,4872.036036036036,10000,0,96,0
14a493d035053a109eeeeb50a501d2b69a8ec429,473,3285.4862579281184,10000,0,118,0
14e9c7d5220ae70aadd1e37038e74bba41439d65,314,4040.853503184713,10000,0,75,0
155290f106d7951f353d1290f55d95a5a1535e90,51,1764.7058823529412,10000,0,12,0
1587f82c10e4a0f4241b317cba4fb5691bab07a1,217,6618.73732718894,10000,0,101,0
165e4e596c3bdade64bf0bd2491fa8234015f0d2,256,5305.75,10000,0,104,3
16a221ec975ec0eb2fcf4acd69fe87281d585ca7,285,6136.428070175439,10000,0,108,0
16b6e419367318f9a3a28439ae013d55638ba0d3,107,6800.345794392523,10000,0,47,0
172ed6401f9b9f97f6603c04fb2be3a83d495f12,154,3791.0194805194806,10000,0,55,0
17b62f15056932dddf225da7f5e30911e316f7ed,302,5472.423841059603,10000,0,105,0
17ce312f66b2f6b7c5766e4d5cb1f7452aa20911,11,5775.727272727273,10000,0,9,0
180a4c5f90b6d7bd4993c51385fb00b4d32d2834,12,1999.75,5777,0,1,0
18fc5492e3a88861f35c23bbb2805f724c1a135a,140,5629.9,10000,0,46,11
191ba6c8fd27e676f8c2f5341bfaf487765fa0dd,55,6676.636363636364,10000,0,24,0
195aa2f618f1001a6ca4da0300dd8bb798013a73,338,5811.852071005917,10000,0,110,0
19787a8ba9b724902ceb45f483190f766e9e291c,522,4519.787356321839,10000,0,91,0
197914fcc84fa89dd136503225f5ecdbecb2600a,170,7297.094117647059,10000,0,110,0
19bb25163e0a13d6d2b1606c92e1366ad7fd8341,225,4546.622222222222,10000,0,72,0
19fb6947af793def84e3b7ab4f867bd460ad1b73,46,5652.173913043478,10000,0,24,0
1a116d1e7d5af20a32ad9d0232b6803c70f7978d,233,6104.545064377682,10000,0,91,0
1a4b69992c879b4e5f64e848ffdddc2f2f401e44,282,3275.851063829787,10000,0,87,0
1a651a0e1038b173950ab2be4fb4b3016d617aa6,599,5480.417362270451,10000,0,137,0
1a68900dd1fd8fa7892cc9450d53e991ca241785,7,656.8571428571429,1428,250,4,0
1abf62f1e76bc5ac164061cff2a8171d6b6de657,749,2747.838451268358,10000,0,127,0
1ad3d49b185ea0e42354cd94ac86c60ae982616d,97,7224.484536082474,10000,0,48,3
1ae3ba4f07f87302215a9b35d195bfbeef187ebc,311,6013.588424437299,10000,0,119,0
1b248f11648c9000f277a02dc5d4bea3800ba43a,60,6966.666666666667,10000,0,41,0
1b30ad6d355a521cb70e2eff2efe28c3d2fcec9e,151,3756.9470198675494,10000,0,37,0
1bb7bc7fa80594c77e224e8f9632c765f26838e5,44,7975.977272727273,10000,0,28,0
1bdf6175e8df831b083615bea765e48098904986,52,2933.423076923077,10000,0,21,0
1bf00adb6ad4cfbed2cab01bf71398e1ed9db042,124,6511.895161290323,10000,0,62,1
1c095c774d9d1d3a4ddcf533186e7146fdbf92a7,336,4652.488095238095,10000,0,97,0
1c34dfe9c77773e6949a4d248b25897b3f78349d,156,5756.089743589743,10000,0,63,53
1c38445c67beb9a58777c87a9c059cea1ccf2223,26,5778.115384615385,10000,0,15,0
1c3928fd78413712a00cd78e6ec020b2cfc666fa,115,4895.565217391304,10000,0,44,0
1cb262ad711450f9a6a0f5cf786788b17d2d481a,322,4403.086956521739,10000,0,112,0
1ccece483f66d68acf592f017c1b5ca6c682542a,22,5391.727272727273,10000,0,7,0
1ce192d1bbeca43c01873d6cd5a6318f4050fa56,192,2756.21875,10000,0,50,0
1cfda392887d01754199fa5f5cecf6ea3c9b0fec,177,5636.016949152542,10000,0,67,0
1d1a20a6ce616a1b0780f5c86f1f6cf9f7c9a5ff,290,5213.927586206896,10000,0,104,0
1d2f411ed3ef95a96dea54ce6a09c0d0b65b6a7f,149,5926.939597315436,10000,0,44,0
1d5ba7c1c8ab8d16890eeb1772560ab942c42003,94,2659.574468085106,10000,0,20,0
1d9024c71085dc3822bac092baef8b238c3b497f,309,4792.391585760518,10000,0,94,0
1db86260a9c5f649ae36ccd97c36920df2d51d20,9,285.55555555555554,857,0,2,0
1db8dc5d1005cd6d742fd9bfba759aeb2babab66,262,6319.423664122138,10000,0,104,0
1dccadbfae8f0adb300cb239e727b2481e2b149e,34,4722.382352941177,10000,0,11,0
1de22c51fffa76f33c3a7698a3f7a9e6ab6be9ac,46,6903.608695652174,10000,0,24,0
1e055a4ba4266c760d42cc958ce119d344f402f6,218,5554.963302752293,10000,0,61,95
1e09b1a5541a443716e68239b181fc116425a9b2,105,6355.114285714286,10000,0,58,0
1e347993c7fb0053ac2a1b01b6b6c5a5fc3dad9d,230,6474.769565217392,10000,0,107,0
1e48d7fffb4fbe08eec6151ce5b2378258d13aeb,170,4848.4,10000,0,61,0
1e4b0ce4b171b3e33195524f6a6425a1b8f98597,169,4866.189349112426,10000,0,63,0
1e59ca9160cbe32a3bebef6df4339e30a16d0dfd,194,5715.8917525773195,10000,0,84,0
1e6562ac23e7980dcf32fa8963837c68dafc906f,120,6594.683333333333,10000,0,54,0
1e87dd3db07a664f4eb34b7e0a3ac578ca8846f9,252,4461.658730158731,10000,0,85,0
1f15254ccdc062083c8f4e02523e18c2384dc6e1,414,5319.809178743962,10000,0,120,0
1f641156e4298943167e0e1ad7a63696ff3bc17d,188,5180.601063829788,10000,0,54,0
1f7be2d565e2629c4ffe64c30c41252de69300c5,160,5136.64375,10000,0,51,0
1f88d783ff0c3a19a1d34b4e45d71b4f9b14b976,278,6299.025179856115,10000,0,117,0
1fde2156c0969b0aebe55ebab7ad14f529a492cf,462,6235.632034632034,10000,0,111,0
1fec28e4753dac81fb5354793029a3a2f81c7b7a,322,3568.478260869565,10000,0,65,0
1ff3bf1f9353578bd902ce0b3879369b46c72640,3,10000.0,10000,10000,3,0
2003e05bf78d3b5b7f672aa1d02ae3aa0537706b,277,5978.819494584837,10000,0,107,0
201b7f1b1071911915956b1d54f5b7e69a7d7cb3,163,3812.0858895705524,10000,0,41,0
209d7c77e7a150b6990a3372f7cb24da0c0e7e07,8,3998.625,10000,0,4,0
20efb5f5c748870210f094db59aa50c4360d32cc,358,4043.31843575419,10000,0,102,0
213a1a52e92bd478f671a4e614a7ee5b82ea4b91,157,3765.3503184713377,10000,0,40,0
213a48a8028d2dd6ed42c47be4588ac5a909076b,318,5817.990566037736,10000,0,110,0
21661552706810e470f97f098927a2b89d9b9eaa,308,4284.525974025974,10000,0,100,0
216a3ccb8504db72c0b5ef227b00d61d2e2ec7be,142,4229.683098591549,10000,0,46,0
2170453bef40f448016841b0ca5ad2e07143bf5a,219,5082.470319634704,10000,0,73,0
218191f4a8648e65ada28c23f52f578dec21cd98,96,6415.4375,10000,0,52,0
21a401ad12c3345ca4c3210d5d3c69db10526b98,362,5577.14364640884,10000,0,107,0
21ab308abfa9829fcac76f8286d624afae8848aa,129,5928.100775193799,10000,0,42,0
2290b12e40983b7635bc452c3b6e00c80549220a,369,4929.216802168022,10000,0,93,0
2290d198e0649ef4dcfb6cd22d36d87969fb7bfb,142,6362.978873239436,10000,0,60,0
22deb5e56e580b0b0353f10e076cad95a3b8e631,307,6455.664495114007,10000,0,117,0
22e1f50c4e471c3ba307802b396b7d0a16706005,224,5478.598214285715,10000,0,90,0
232cce96362898f08e9150ba244adaf2d6583ab2,228,5908.293859649123,10000,0,98,0
2383a9a33025aa8759fee9a890f6420df0fc8b47,25,4591.72,10000,0,6,0
2396ff874216d36060ef615c0531d71684b30b4f,216,6009.726851851852,10000,0,63,0
23d64bbdd55f11cb1d617be60d7b5901c5fda2e6,308,4499.681818181818,10000,0,111,0
23e8b9776a349c810234bb174f7326d14c89bce5,20,6831.25,10000,0,10,0
242788be909743713c5ade123c9f0b13cc4b2db6,6,3806.6666666666665,10000,0,4,0
2427d12cf7a43c66b921bdd9de261fb9b452b2b9,36,3118.027777777778,10000,0,9,0
247df99ea72a42d6c12d6bd7b58ca0b2e163182e,250,4984.584,10000,0,94,0
248ff20c10b7d18c30fc84ce214936f5bb440e6e,59,7994.322033898305,10000,0,34,0
249c629226d7716b59d1841c45dbca54afe3c1a2,96,7119.208333333333,10000,0,62,0
24a9bfba88ed640e9690cd9f6bf4a2985f78522b,115,5444.278260869565,10000,0,65,0
251d2672c6ecd01a83e6fa19483d8e57ef5f45a5,281,5798.786476868328,10000,0,75,0
253471036c41eba7c24bbb6e77d4541c95bbb5b7,46,5436.434782608696,10000,0,24,0
2536ee746de2df68642ecf71037409e47fa1941c,96,6185.145833333333,10000,0,46,0
254f59f316c0c9e98ce4d4ac6cb1718aef6d9f00,179,4257.413407821229,10000,0,46,0
25501bb976f5234f69a8cb767dc5b4ab87a9021e,273,3724.3040293040294,10000,0,54,0
2572a6a2ba5183ab68c3da80b69071a6a05c3b84,451,4649.611973392462,10000,0,111,0
25fe3c7b5bf2d814b49ed3523b5a27c744ae5513,88,4453.522727272727,10000,0,17,0
26227f631ff63a4f02f7d69bda90131df9bab5dc,176,5732.534090909091,10000,0,92,0
263102b5e7fbad9de96373d99c0697d8db856bb0,6,2111.3333333333335,10000,0,2,0
26374d5fbb53e326323e8de92a0745452c1142cf,143,6621.55944055944,10000,0,71,0
2639449829463fd12c2b9ba6fb9ea1c56e94385f,309,6027.883495145631,10000,0,105,0
2639f9f46c6949536c784118cbcd036cd00c075e,123,4871.90243902439,10000,0,53,0
263d37689dbb1044d8118782303415a1eac550df,463,4068.669546436285,10000,0,92,0
26b95825d4fbeaeda7cfab5f5e7cd96ae31097f9,236,5304.6949152542375,10000,0,47,0
26bf2e6d5a634712af2f46b7057a83a4052ce9b9,208,4499.163461538462,10000,0,45,0
26c932032169ad849d274427dcbdcfb190f843d8,112,5712.366071428572,10000,0,52,0
26cc2520b79b2222de0037a32fcaeb81c09f3002,80,3250.0,10000,0,22,0
26cdb442f5361c690f8045caf5e026e7945e1965,235,3342.493617021277,10000,0,86,0
271c95c3471c6588b4b9ccda962ce197fc94a9b1,150,7673.32,10000,0,107,0
2785407c3fa2ce2c79a914657d9a4610ae1e5078,142,5724.408450704225,10000,0,59,0
27ac09df014fc0454129c9953b06f2dd9b997fa9,243,6311.6954732510285,10000,0,75,0
27d6037b0e6ff9972c80bf6192062f3f2e8b076f,348,3285.3764367816093,10000,0,93,0
2813d0ddc37e34a25e798ebf8c8ecb2fc659e8b7,157,5953.286624203822,10000,0,88,0
2826a109ddc9b90686ec063ba1f90c72c655f8e7,142,5157.2464788732395,10000,0,61,0
2852641e2b7b084ef62df976d53340ead50e5e76,108,7267.638888888889,10000,0,77,0
2855b4b4d03c37c94117e615a25e0e321ec8d77a,11,6211.454545454545,10000,0,5,0
286ccf0d6187c170c299fa64d15a3705e7900a33,187,6232.07486631016,10000,0,82,0
28940a6516bb354b4172fe3524f8b7328a5cf2fd,243,3668.786008230453,10000,0,71,0
289a5bdde1fa9c49f221f19a10f636e81da724f5,244,5637.995901639344,10000,0,95,0
28a0f5e69c747c78015cf8fb0eac804b9a733bb2,260,5403.923076923077,10000,0,92,0
28a125bc7a4d79ba10eeb2abdaa878d46eea4b32,314,5948.617834394904,10000,0,114,0
28b6c6604b111cc912e369256cac2bf944041a2c,291,6057.848797250859,10000,0,103,0
28bcffd0bfcfb54b43119a7b5397a3bb53278e9a,242,3008.5,10000,0,46,0
299ff5851760da9a9d8b8f218dc82b573a397d51,365,5447.52602739726,10000,0,111,0
29a9c1bfe53383e21dc534379f5fd64c4efd4305,431,3744.8677494199537,10000,0,71,0
29c9f517c368a528325a1e38b51adf368923bb04,185,5660.151351351351,10000,0,70,0
29e04945ee56ed79c4e07198c0e66375428284de,151,6800.933774834437,10000,0,59,0
2a6a418be08d9f0184a804b2700a0d58950b219c,99,4737.515151515152,10000,0,45,0
2a8f1b3e408879bc12a312938c32061d9e29a4e9,335,5025.6,10000,0,100,0
2a9497dcb278dde20143d0cb9a57e5cdf3763a8e,496,5203.566532258064,10000,0,145,19
2ad77f650b2381bbdcc0011fe5d9bcffcb109831,360,5202.511111111111,10000,0,113,0
2b1f3237bb60db7f72540e004a1596c7ff3fd549,315,5519.526984126984,10000,0,104,0
2b96fc96ee2e0090a42957d84ccd09cda2c72b74,33,3757.5757575757575,10000,0,12,0
2bae7a494d77c9c7cc0ccdc65a1915d25e31d2d5,489,4677.613496932516,10000,0,133,0
2bfadd9c6a7bdbdd1ae792e0225b799ee67453a5,256,6210.89453125,10000,0,107,0
2c93a0edb553ae495ba9ca047361240c278f6cf8,210,2435.1619047619047,10000,0,44,0
2cc30f03509be89ad3bfd483b2bd69c999798805,258,4906.720930232558,10000,0,103,0
2cd5132c3c49bd9d4d5081e386a4d69a593f850a,1022,4413.339530332681,10000,0,111,0
2cddc42a00117daf32501cba07d6dc181de7ed24,8,1406.25,10000,0,2,0
2d450fbabcb95dad1b49ce3a6c70ee6fd9ed6c68,264,4658.602272727273,10000,0,67,0
2d621dbbe38ec756f71d3d1ff5b1f2de707330be,204,6380.931372549019,10000,0,91,0
2e171212b96d4d95e0857baadfdc55455113dfc5,294,4738.8707482993195,10000,0,111,0
2e1dbf534b47dc518c2d4d577d312f6969d9e6b9,19,4526.315789473684,10000,0,10,0
2e22e4cd67d6f2e9f70782c69e67f4d15bee7d1d,705,3911.9702127659575,10000,0,123,0
2e2fe98cf7d490aba85a3eba367d9512bac08ce2,228,4578.337719298245,10000,0,65,92
2e8b47e527548d947c688069d4a5c60ed67ace19,22,909.0909090909091,10000,0,8,0
2ebc44186d8093752e9c9ad97b67114006718300,317,5133.514195583596,10000,0,108,0
2ecfee45346013cf126b75cfc8bdd2ba3b0c2666,120,550.0,10000,0,65,0
2f2abfea66cd61a09939960e751666a2c0913430,149,5184.96644295302,10000,0,63,7
2f465acb00ca28cf6a7ef4b71b4df1208eb8fc8c,222,6156.4324324324325,10000,0,75,0
2f4cbc9afdd23132d572c5f7a81b4e9b19b8081d,151,5214.87417218543,10000,0,60,0
2f7bdf97a5978e8b7a4b3f69a474540c0c38498e,77,5416.38961038961,10000,0,22,0
2f7ef2d7fa25c0f8d9de0a5ca7301041b9d08e4d,309,4752.647249190939,10000,0,96,0
2f968a678a61cc1179708dc2820405e288ca9c67,4,4356.0,10000,1212,3,0
2fa2244e6e21b8799c5210d92f8966838a43783e,325,6181.975384615384,10000,0,114,0
2fa311a94bc0da6d97955730d071ad6fcc770bfd,112,6600.133928571428,10000,0,46,0
2fdf9d089409fcb9c3728b0a61bb0a00fcc85db8,573,3937.7260034904016,10000,0,96,41
2ffa1b41cbeda2e9683f9d608b9dccdc31323452,61,5595.573770491803,10000,0,31,0
301483d94b9efd8e7d95ca45979a6583215c1d58,247,5648.631578947368,10000,0,98,0
3015441ae521554bb4d04b1e3bad620170a43d79,409,5181.1540342298285,10000,0,106,0
308b8bd2a17694ea81d601d025d5cb4ea6fc1fba,9,1349.0,9285,0,1,0
309abbd71d6dc57c03605bdc4ffe90dce74c4f10,104,4867.038461538462,10000,0,32,0
30af7a50bb0bc62e730b65f59788dadf102d49b1,141,7393.248226950354,10000,0,76,59
